               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.024229,            0.013056,           0.0059535,             0.77553,             0.63106,             0.68858,             0.43168,            0.028952,            0.012614,           0.0081223,           0.0069904,           0.0069904,           0.0069904
                 154,            0.023847,              0.0131,           0.0053434,             0.75954,             0.58615,             0.66121,             0.45342,            0.028986,            0.013327,            0.010094,           0.0069706,           0.0069706,           0.0069706
                 155,            0.024386,            0.013244,           0.0050306,             0.77315,             0.58987,             0.65373,             0.40347,            0.029387,            0.013404,           0.0095193,           0.0069508,           0.0069508,           0.0069508
                 156,            0.024577,            0.012993,           0.0054141,             0.80187,             0.64216,             0.67193,             0.45172,            0.029541,            0.013169,            0.009032,            0.006931,            0.006931,            0.006931
                 157,             0.02371,            0.013282,           0.0059006,             0.81226,             0.62212,             0.68708,             0.44283,            0.030908,            0.013537,           0.0083684,           0.0069112,           0.0069112,           0.0069112
                 158,            0.023647,            0.012927,           0.0059678,             0.81363,             0.65731,             0.69948,             0.45122,            0.029126,             0.01296,           0.0077899,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024124,            0.013199,           0.0053926,             0.83901,             0.62535,              0.6665,             0.41217,            0.029894,            0.013274,           0.0076308,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023767,            0.012592,           0.0047705,             0.77329,             0.66284,             0.69795,             0.45896,            0.029255,            0.013062,           0.0068723,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023635,            0.013046,           0.0052549,              0.8006,             0.57076,             0.67389,             0.46523,            0.029674,            0.013254,           0.0084236,            0.006832,            0.006832,            0.006832
                 162,            0.024266,            0.012978,           0.0052565,             0.79359,             0.64318,             0.71824,             0.47426,            0.029313,            0.013668,           0.0076645,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023412,            0.012706,           0.0059101,             0.78911,             0.59826,             0.66521,             0.44411,            0.028949,            0.013075,           0.0095995,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023961,            0.012795,           0.0062881,             0.81809,             0.62378,             0.70296,              0.4869,            0.029243,            0.013057,           0.0076367,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023882,            0.012861,           0.0047834,             0.81927,             0.60768,              0.6794,             0.45179,            0.029076,            0.013039,           0.0083091,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023332,             0.01286,           0.0052646,              0.7665,             0.67974,             0.69939,             0.44948,            0.029354,            0.013133,            0.008713,            0.006733,            0.006733,            0.006733
                 167,            0.023432,            0.012602,           0.0055159,             0.78961,             0.62053,             0.71953,             0.46666,            0.029611,            0.013114,            0.010345,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02418,             0.01299,           0.0050244,             0.79972,             0.63079,              0.6762,             0.44385,            0.029574,            0.013195,           0.0096049,           0.0066934,           0.0066934,           0.0066934
                 169,            0.023095,            0.012587,           0.0047077,             0.82112,             0.66075,             0.73271,             0.46584,            0.029326,            0.012852,           0.0078665,           0.0066736,           0.0066736,           0.0066736
                 170,             0.02307,            0.012568,           0.0062221,             0.76354,             0.63532,             0.68296,             0.42934,            0.030022,             0.01315,           0.0092362,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022872,            0.011927,           0.0053758,             0.81536,             0.61896,             0.72827,             0.48786,            0.029189,            0.012774,           0.0075881,            0.006634,            0.006634,            0.006634
                 172,            0.024127,            0.012302,           0.0053914,             0.80024,             0.66522,             0.74719,             0.51201,            0.029457,             0.01293,           0.0085168,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022583,            0.012005,           0.0049911,             0.78102,             0.63049,             0.69336,             0.45941,            0.028602,            0.013054,           0.0092405,           0.0065944,           0.0065944,           0.0065944
                 174,            0.023326,             0.01266,           0.0050038,             0.83962,             0.58476,             0.67429,             0.46109,            0.028674,            0.013018,            0.010142,           0.0065746,           0.0065746,           0.0065746
                 175,            0.023574,            0.012311,           0.0060632,             0.81913,             0.65567,             0.67887,             0.46897,            0.028459,              0.0131,           0.0079555,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023139,            0.013002,           0.0058704,             0.79205,             0.66555,             0.66766,             0.43141,              0.0295,            0.013841,           0.0079367,            0.006535,            0.006535,            0.006535
                 177,            0.023324,            0.011946,           0.0056895,             0.75208,             0.65321,             0.73068,             0.48905,            0.028959,            0.013192,           0.0076942,           0.0065152,           0.0065152,           0.0065152
                 178,             0.02326,            0.012557,           0.0046073,             0.79411,             0.63568,             0.74461,             0.48163,            0.028592,            0.013094,           0.0077208,           0.0064954,           0.0064954,           0.0064954
                 179,            0.023544,            0.012376,           0.0045813,             0.77481,             0.63339,             0.71775,             0.48024,            0.029472,            0.013644,           0.0090103,           0.0064756,           0.0064756,           0.0064756
                 180,            0.023027,            0.012666,           0.0046042,             0.78479,             0.62827,             0.72623,              0.4917,            0.029525,            0.013715,           0.0087396,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022995,            0.012707,           0.0049898,             0.80272,             0.63307,             0.75257,             0.50609,            0.028698,            0.012825,           0.0073088,            0.006436,            0.006436,            0.006436
                 182,            0.023717,             0.01256,           0.0051441,             0.83259,             0.58094,             0.66981,              0.4422,            0.029617,            0.012909,           0.0094178,           0.0064162,           0.0064162,           0.0064162
                 183,            0.023267,            0.012463,           0.0054787,             0.80579,             0.59213,             0.67367,             0.43629,            0.028953,            0.013413,           0.0089551,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023097,            0.012639,           0.0050627,             0.75626,             0.67967,             0.71581,             0.46672,            0.029517,            0.013299,           0.0091602,           0.0063766,           0.0063766,           0.0063766
                 185,             0.02312,             0.01257,           0.0046293,             0.77318,             0.63961,             0.71384,             0.46871,            0.028808,             0.01303,           0.0089131,           0.0063568,           0.0063568,           0.0063568
                 186,            0.023101,            0.012165,           0.0050839,             0.82969,             0.60017,             0.69285,             0.45835,            0.029142,            0.013354,            0.009283,            0.006337,            0.006337,            0.006337
                 187,            0.023246,            0.012363,           0.0045105,             0.84788,             0.60496,             0.69025,             0.47707,            0.028951,            0.013413,           0.0079325,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022332,            0.012111,            0.004138,             0.79502,             0.66085,             0.69326,             0.44655,            0.029216,             0.01304,           0.0091839,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022636,            0.012168,           0.0052473,             0.79071,              0.6281,             0.71534,             0.47587,            0.028511,             0.01323,           0.0092525,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021668,             0.01241,           0.0051457,              0.7515,             0.65429,             0.70675,             0.47703,            0.028835,            0.013069,           0.0093985,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02275,            0.012128,           0.0045215,             0.80578,              0.6292,             0.73489,             0.47714,              0.0288,               0.013,           0.0085968,            0.006238,            0.006238,            0.006238
                 192,            0.022571,            0.012044,           0.0045049,             0.78323,             0.62453,             0.68399,             0.43192,            0.029029,            0.013298,           0.0085749,           0.0062182,           0.0062182,           0.0062182
                 193,             0.02233,            0.012525,           0.0047007,              0.7377,             0.65091,             0.66587,             0.42263,            0.029215,            0.013454,           0.0096638,           0.0061984,           0.0061984,           0.0061984
                 194,            0.022221,            0.012131,           0.0049192,             0.84031,             0.63668,             0.72966,             0.49188,            0.029099,            0.012707,           0.0088461,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022413,              0.0121,           0.0042028,             0.76978,             0.63347,             0.74014,             0.50365,              0.0285,            0.013116,           0.0087668,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021756,            0.012375,           0.0041977,             0.81836,             0.62679,             0.76312,             0.51347,            0.029017,            0.013219,           0.0096341,            0.006139,            0.006139,            0.006139
                 197,             0.02183,            0.012533,           0.0043886,             0.84884,             0.57301,             0.75323,              0.4983,             0.02882,            0.012741,           0.0095356,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022236,             0.01219,           0.0051231,             0.77782,              0.6174,             0.74624,             0.49734,            0.029237,            0.013172,            0.009464,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02229,            0.011831,           0.0048472,             0.78398,             0.55003,             0.70926,             0.45543,            0.029476,            0.013174,            0.010872,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022331,            0.011994,           0.0053696,             0.83418,               0.583,             0.70909,             0.47529,            0.029701,            0.014018,           0.0094989,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021782,            0.012258,           0.0051157,             0.79778,             0.64784,              0.7533,             0.48201,            0.028826,            0.012851,           0.0084708,             0.00604,             0.00604,             0.00604
                 202,            0.021733,            0.012269,           0.0047279,             0.82636,             0.64852,             0.77466,             0.52052,            0.028575,            0.012937,           0.0080149,           0.0060202,           0.0060202,           0.0060202
                 203,            0.022399,            0.012149,            0.004631,              0.8211,             0.63747,             0.75161,             0.49284,            0.028855,             0.01356,           0.0086672,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022034,            0.012102,           0.0044297,             0.83882,             0.64887,             0.75483,              0.5171,             0.02915,            0.013099,           0.0087739,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021691,            0.011936,           0.0044401,             0.79512,             0.65153,             0.74537,              0.4947,             0.02924,            0.013614,           0.0085261,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022298,            0.012186,           0.0045918,             0.78512,             0.64483,             0.72883,             0.49991,            0.029173,            0.013552,           0.0093822,            0.005941,            0.005941,            0.005941
                 207,            0.021451,            0.012155,           0.0042091,             0.81029,             0.64703,              0.6916,             0.48697,            0.027856,             0.01293,           0.0083699,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021411,            0.012175,           0.0041377,             0.83279,             0.60846,              0.7067,             0.46556,            0.029245,            0.013943,            0.009342,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021776,             0.01207,           0.0038304,             0.78813,             0.67294,             0.73322,             0.48277,            0.028668,            0.013404,           0.0088526,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021621,            0.011596,           0.0047773,             0.82008,             0.61325,             0.71353,             0.47349,             0.02873,            0.013274,           0.0092028,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021187,            0.012042,           0.0053336,             0.81104,             0.69152,              0.7439,             0.43425,            0.029591,            0.013726,           0.0085695,            0.005842,            0.005842,            0.005842
                 212,            0.022285,              0.0117,           0.0044606,             0.83952,             0.60979,             0.78303,             0.52338,            0.028984,            0.013006,           0.0091398,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02143,            0.011632,            0.004245,             0.85368,             0.65452,             0.77679,             0.52206,            0.028647,            0.012964,           0.0078161,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021269,            0.012149,           0.0040468,             0.82216,             0.63851,             0.74134,             0.51214,            0.028606,            0.013014,           0.0084059,           0.0057826,           0.0057826,           0.0057826
                 215,            0.021158,              0.0115,           0.0046296,             0.80392,             0.64606,             0.74236,             0.50082,            0.028823,            0.013418,           0.0087387,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02196,            0.011693,           0.0041899,             0.76901,             0.67332,             0.73029,             0.49125,            0.028559,            0.013423,           0.0081019,            0.005743,            0.005743,            0.005743
                 217,            0.021804,            0.011815,           0.0048204,             0.86808,             0.64094,             0.71205,               0.466,             0.02902,            0.013272,           0.0079575,           0.0057232,           0.0057232,           0.0057232
                 218,            0.021032,            0.011642,           0.0039148,             0.76493,             0.64002,             0.72504,             0.48838,             0.02891,            0.013346,           0.0090527,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021149,            0.011757,           0.0049934,             0.79387,             0.62655,             0.69282,             0.45306,            0.028929,            0.013444,           0.0085087,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021292,            0.011439,           0.0042267,             0.85971,             0.60651,             0.74799,             0.50817,            0.029102,            0.013946,           0.0080816,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021079,            0.011351,           0.0041048,             0.68038,             0.71508,             0.70338,             0.45966,            0.029395,            0.013714,           0.0087472,            0.005644,            0.005644,            0.005644
                 222,            0.021911,            0.011823,           0.0045335,             0.64641,             0.75559,             0.71902,             0.49518,            0.029234,            0.013243,           0.0091661,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021133,            0.011532,           0.0042343,             0.85261,             0.62349,             0.75745,             0.51449,            0.029099,            0.013245,           0.0084217,           0.0056044,           0.0056044,           0.0056044
                 224,            0.021205,            0.011771,           0.0040517,             0.69829,              0.7238,             0.77636,             0.51404,            0.029493,            0.013784,            0.008466,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021478,            0.011631,           0.0044255,             0.68677,             0.72166,              0.7605,              0.5129,             0.02947,            0.013928,           0.0086136,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020849,            0.011503,           0.0045854,             0.80689,             0.62134,             0.75197,             0.47432,            0.029271,            0.013656,           0.0085387,            0.005545,            0.005545,            0.005545
                 227,            0.020898,            0.011344,           0.0037941,             0.78768,             0.66455,             0.77023,             0.48857,             0.02895,            0.013267,           0.0078604,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020829,            0.011418,           0.0043601,             0.76346,             0.63297,             0.67081,             0.42821,            0.029706,            0.014248,           0.0096086,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021415,            0.011203,            0.003626,             0.79858,             0.64211,             0.74668,             0.46261,            0.029278,            0.014305,           0.0082843,           0.0054856,           0.0054856,           0.0054856
                 230,             0.02037,            0.011531,           0.0044277,             0.67568,             0.65251,             0.69989,             0.45668,            0.029312,            0.014498,           0.0096516,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020583,             0.01163,           0.0041008,             0.81609,             0.59653,             0.73181,             0.48684,            0.029077,            0.014213,            0.010284,            0.005446,            0.005446,            0.005446
                 232,             0.02108,            0.011375,           0.0044405,             0.85339,             0.63128,             0.73115,             0.49361,            0.028708,            0.013861,           0.0083651,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021515,            0.011852,           0.0045207,             0.83265,             0.65128,             0.76756,             0.50378,            0.028926,            0.014227,           0.0079494,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020534,            0.011578,           0.0042127,             0.69742,             0.68654,             0.74078,             0.46448,            0.029326,            0.014226,           0.0093584,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021268,             0.01158,           0.0046961,             0.79854,             0.61736,             0.74871,             0.47376,            0.028886,            0.013885,           0.0081168,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020596,            0.011076,           0.0033988,             0.77978,             0.66151,             0.74059,             0.49237,            0.028781,            0.013539,           0.0083188,            0.005347,            0.005347,            0.005347
                 237,            0.020089,             0.01111,           0.0036093,             0.84788,             0.61921,             0.72677,             0.49183,            0.028824,            0.013802,           0.0074505,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020775,            0.011566,           0.0042971,             0.83444,             0.60726,             0.70297,             0.45953,            0.029105,            0.014094,           0.0076224,           0.0053074,           0.0053074,           0.0053074
                 239,            0.020672,            0.011258,           0.0039915,             0.76421,             0.63747,             0.71457,             0.47193,            0.029111,            0.014113,           0.0087858,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020776,            0.011442,           0.0036457,               0.791,             0.68393,             0.74496,             0.48874,            0.028456,            0.014155,            0.007891,           0.0052678,           0.0052678,           0.0052678
                 241,            0.021211,            0.011841,           0.0036564,               0.886,             0.58324,             0.74708,             0.47798,            0.029643,            0.014053,           0.0096803,            0.005248,            0.005248,            0.005248
                 242,            0.020739,             0.01127,           0.0046405,             0.65855,              0.7911,             0.76449,             0.48859,            0.029597,            0.014148,           0.0096681,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019695,            0.010886,           0.0041139,             0.69483,             0.77508,             0.75995,             0.49863,            0.028898,            0.013652,           0.0085115,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020243,             0.01172,           0.0041277,             0.67481,             0.80703,             0.76161,             0.50135,            0.028852,            0.013687,           0.0086973,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020743,            0.011205,           0.0039017,             0.80716,             0.64924,             0.74445,             0.47192,            0.028836,            0.013909,           0.0091221,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020276,            0.011257,            0.003933,             0.69476,             0.75758,             0.75696,             0.48821,            0.029015,            0.013603,           0.0096109,            0.005149,            0.005149,            0.005149
                 247,            0.020529,             0.01155,           0.0039888,             0.67383,             0.72183,             0.73512,             0.48021,            0.029379,            0.014276,           0.0098918,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02039,            0.011638,           0.0038838,             0.67068,             0.75895,             0.75871,             0.50017,            0.028703,             0.01376,            0.010994,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020907,            0.011691,           0.0049946,             0.79838,             0.64309,             0.71784,              0.4574,            0.028475,            0.013566,           0.0088908,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020341,            0.011268,           0.0044745,             0.71535,              0.6783,             0.69523,             0.44963,            0.028963,            0.013561,           0.0096792,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020134,            0.011129,           0.0040737,              0.6584,             0.78845,             0.73263,             0.47325,             0.02928,            0.013616,           0.0088241,             0.00505,             0.00505,             0.00505
                 252,            0.020326,            0.011365,           0.0040503,             0.67245,             0.77741,             0.70764,             0.45051,            0.029217,            0.013824,           0.0091949,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020231,            0.011234,           0.0039327,             0.69359,             0.74016,             0.73707,             0.46543,            0.029441,            0.013966,           0.0091384,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019942,            0.011205,           0.0035675,              0.6961,             0.74279,             0.73261,             0.51228,            0.028842,            0.013955,           0.0092079,           0.0049906,           0.0049906,           0.0049906
                 255,            0.020165,            0.010943,           0.0039728,             0.71386,             0.77331,             0.75979,             0.49569,            0.029677,            0.013691,           0.0075523,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020116,            0.011167,           0.0041599,              0.6862,             0.80319,             0.76258,             0.48628,            0.028815,             0.01356,           0.0074696,            0.004951,            0.004951,            0.004951
                 257,            0.019818,               0.011,           0.0037007,             0.66708,             0.76212,             0.73316,             0.45166,            0.029684,            0.014271,           0.0074587,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019651,            0.011076,           0.0035753,             0.67998,             0.80192,             0.75471,             0.50243,             0.02881,            0.013585,            0.007669,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020101,            0.011091,           0.0036775,             0.72868,             0.78016,             0.77449,              0.5208,            0.028606,            0.013748,           0.0089345,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019915,            0.011179,           0.0036555,             0.65407,               0.765,              0.7603,             0.50576,            0.028611,            0.013904,            0.008879,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020121,            0.011064,           0.0036227,             0.68567,             0.78097,             0.75447,             0.51239,            0.028603,             0.01414,            0.008917,            0.004852,            0.004852,            0.004852
                 262,            0.020034,            0.011172,           0.0030734,             0.70544,             0.78926,             0.76972,             0.53027,            0.028994,            0.014125,           0.0087492,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019919,            0.011235,           0.0030852,             0.74173,             0.78247,             0.75679,             0.51743,            0.028374,            0.014094,           0.0078118,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020335,            0.011373,           0.0035295,              0.7069,              0.7794,             0.75008,             0.50066,            0.028807,            0.014175,           0.0077904,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019836,            0.010915,            0.003604,             0.72351,              0.7782,              0.7541,             0.49716,             0.02906,            0.014277,            0.009171,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019472,            0.010978,           0.0035907,             0.68992,             0.79185,             0.74902,             0.48818,            0.029151,            0.014304,           0.0089225,            0.004753,            0.004753,            0.004753
                 267,            0.019358,            0.011066,           0.0031512,             0.80807,             0.77758,             0.80014,             0.53612,            0.028271,            0.014166,           0.0087326,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020032,            0.011073,           0.0038177,             0.79127,             0.74156,             0.78254,             0.54125,            0.028402,            0.014037,           0.0086021,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019899,            0.010924,           0.0030344,             0.75367,             0.76655,             0.73509,             0.47451,            0.028781,            0.013917,           0.0085599,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019381,            0.010985,           0.0030351,             0.78409,             0.74843,             0.75094,             0.49865,            0.028481,            0.013871,           0.0091535,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01981,            0.010753,            0.003784,             0.74341,              0.7399,             0.74848,             0.47658,            0.029296,            0.013919,            0.010795,            0.004654,            0.004654,            0.004654
                 272,            0.019114,            0.010526,           0.0029678,             0.74134,             0.73273,             0.73525,             0.47666,            0.028147,            0.014365,           0.0087548,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019276,            0.010542,            0.003289,             0.75721,             0.77595,             0.74556,             0.48764,            0.028253,            0.014404,            0.008187,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019181,            0.010659,           0.0038671,             0.75071,             0.75671,             0.74978,             0.48342,            0.028344,            0.014465,           0.0072951,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019543,            0.010927,           0.0038253,             0.73596,             0.76792,             0.76139,             0.49759,             0.02916,             0.01455,           0.0080161,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019005,            0.010949,           0.0032263,             0.76257,             0.74413,             0.76182,              0.4857,            0.029169,            0.013951,            0.010335,            0.004555,            0.004555,            0.004555
                 277,            0.019266,            0.010938,           0.0033894,             0.81819,             0.73492,             0.74846,             0.48267,            0.029456,            0.014426,            0.010838,           0.0045352,           0.0045352,           0.0045352
                 278,            0.019456,            0.010589,           0.0030408,             0.78891,             0.75989,             0.75226,             0.47949,            0.029372,            0.014304,           0.0090979,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019243,            0.010578,           0.0039225,             0.75903,             0.75612,             0.74193,             0.50713,            0.028852,            0.013785,           0.0092446,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019758,            0.010409,           0.0035356,             0.74651,             0.71808,             0.73899,             0.47116,            0.029124,            0.013839,           0.0093929,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019114,            0.010485,           0.0034444,             0.74385,             0.75785,             0.75549,             0.47395,            0.029612,            0.013803,           0.0082687,            0.004456,            0.004456,            0.004456
                 282,            0.019342,            0.010332,           0.0038577,             0.74366,             0.74017,             0.76756,             0.51948,            0.028987,             0.01413,           0.0076307,           0.0044362,           0.0044362,           0.0044362
                 283,            0.019584,            0.010827,           0.0027191,             0.77452,             0.74558,             0.76797,             0.50099,            0.028552,             0.01426,           0.0081875,           0.0044164,           0.0044164,           0.0044164
                 284,            0.019723,            0.010992,           0.0031592,             0.73258,             0.73822,             0.75273,             0.47932,             0.02862,            0.014114,           0.0085582,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018663,            0.010557,           0.0030365,             0.71289,              0.7689,             0.73677,             0.47483,            0.028606,            0.013945,           0.0081227,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019237,             0.01095,           0.0031062,             0.72266,             0.73404,              0.7641,             0.49968,            0.028713,             0.01374,            0.008875,            0.004357,            0.004357,            0.004357
                 287,            0.018867,            0.010331,           0.0030452,             0.78685,             0.69471,             0.74813,              0.5132,            0.028445,            0.013884,           0.0077483,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018817,            0.010481,           0.0030234,             0.71165,             0.72421,             0.73498,              0.4771,             0.02927,             0.01465,           0.0084039,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018978,            0.010449,           0.0024995,              0.7791,               0.718,             0.74302,             0.46746,            0.028842,            0.014228,           0.0086255,           0.0042976,           0.0042976,           0.0042976
                 290,             0.01923,            0.010491,           0.0029821,             0.75288,              0.7354,             0.76651,             0.50774,            0.028717,            0.014343,           0.0098847,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01847,            0.010443,           0.0032652,              0.7271,             0.75352,             0.74131,             0.47468,            0.028765,            0.014475,           0.0082512,            0.004258,            0.004258,            0.004258
                 292,            0.018917,             0.01098,           0.0034851,             0.77961,             0.72002,             0.76161,             0.47988,            0.028663,             0.01457,           0.0082759,           0.0042382,           0.0042382,           0.0042382
                 293,            0.018765,            0.010452,            0.003035,             0.71317,             0.72947,             0.75186,             0.48101,            0.028949,              0.0146,           0.0093204,           0.0042184,           0.0042184,           0.0042184
                 294,            0.018759,             0.01032,           0.0031841,             0.74101,             0.76217,             0.76948,             0.50755,            0.028187,            0.014704,           0.0080202,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018798,            0.010437,           0.0031381,             0.77638,             0.77744,             0.78837,             0.51074,            0.028777,            0.014454,           0.0084863,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018766,            0.010522,            0.003533,             0.76259,              0.7167,             0.77542,             0.48729,            0.028985,            0.014123,           0.0091923,            0.004159,            0.004159,            0.004159
                 297,            0.018933,            0.010511,           0.0033178,             0.78673,             0.73268,             0.79197,             0.51135,            0.028937,            0.013867,           0.0091516,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018959,            0.010807,           0.0034889,             0.76228,             0.74814,             0.76206,             0.50898,            0.028509,            0.013841,           0.0086765,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018157,            0.010636,           0.0029492,             0.80399,             0.75899,             0.77775,             0.50995,            0.028528,            0.014261,           0.0089925,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018587,            0.010311,           0.0033521,             0.79985,             0.70986,             0.75989,             0.49306,            0.028533,            0.014431,           0.0092315,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018476,            0.010213,           0.0027577,             0.77305,              0.7241,             0.77134,             0.51899,            0.028903,            0.014607,           0.0087626,             0.00406,             0.00406,             0.00406
                 302,            0.018561,            0.010552,           0.0032245,             0.81664,             0.73126,             0.77813,             0.50917,            0.028516,            0.014155,           0.0076076,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018085,           0.0096344,           0.0030431,             0.81721,             0.75239,             0.78543,             0.52059,             0.02861,             0.01406,           0.0074082,           0.0040204,           0.0040204,           0.0040204
                 304,            0.018599,            0.010446,           0.0032227,             0.81513,             0.72634,             0.79216,             0.50664,            0.028989,             0.01443,             0.00843,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018031,            0.010204,           0.0033481,             0.79285,             0.73807,              0.7445,             0.45551,            0.029446,            0.014544,           0.0088125,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018467,            0.010196,           0.0034947,             0.77186,             0.73419,             0.75494,             0.48447,             0.02961,            0.015149,           0.0092218,            0.003961,            0.003961,            0.003961
                 307,            0.018513,            0.010126,           0.0032445,             0.84842,             0.71147,             0.79012,             0.51365,             0.02944,             0.01476,           0.0084084,           0.0039412,           0.0039412,           0.0039412
                 308,            0.018641,            0.010725,           0.0028714,             0.83151,             0.73219,             0.78713,              0.5255,            0.029557,            0.014705,           0.0077684,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018425,            0.010189,           0.0030698,             0.87149,              0.7312,             0.79322,             0.53241,            0.029014,            0.014271,           0.0074026,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018008,           0.0099821,           0.0032888,             0.86235,             0.69071,             0.77343,             0.51305,            0.029622,            0.013976,           0.0076213,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017936,            0.010112,           0.0030546,              0.7683,             0.72772,             0.75996,             0.49475,            0.029194,            0.014026,           0.0078421,            0.003862,            0.003862,            0.003862
                 312,            0.018402,            0.010668,           0.0033374,             0.72256,             0.76114,             0.75331,             0.48426,            0.028676,            0.014066,           0.0080896,           0.0038422,           0.0038422,           0.0038422
                 313,            0.018278,            0.010284,           0.0033547,               0.784,             0.70598,             0.74888,             0.49889,            0.028539,            0.014022,           0.0075559,           0.0038224,           0.0038224,           0.0038224
