               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.018022,            0.010528,           0.0030918,             0.87429,             0.71884,             0.77142,             0.50813,            0.028376,             0.01411,           0.0073777,           0.0038026,           0.0038026,           0.0038026
                 315,            0.018401,            0.010489,           0.0045698,             0.81969,             0.69421,             0.78317,             0.52258,            0.028626,            0.014284,           0.0090732,           0.0037828,           0.0037828,           0.0037828
                 316,            0.018261,            0.010626,           0.0033495,             0.73565,             0.76826,             0.74598,             0.49185,            0.028964,            0.014617,           0.0083906,            0.003763,            0.003763,            0.003763
                 317,            0.017899,            0.010187,           0.0027586,             0.79218,             0.69604,              0.7336,             0.49268,            0.028793,            0.014959,           0.0089174,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018423,           0.0099138,           0.0026865,             0.79398,             0.70352,             0.75801,             0.52498,            0.028977,            0.015186,           0.0084016,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018217,           0.0099608,            0.002527,             0.80856,             0.73435,             0.76968,             0.52239,            0.028801,            0.014795,            0.008406,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017777,            0.010128,           0.0029472,             0.80552,             0.73834,             0.76965,             0.52488,            0.028027,            0.014701,           0.0079249,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017956,           0.0098734,           0.0022944,             0.78652,             0.74355,             0.74975,             0.49452,            0.028202,            0.014482,           0.0084427,            0.003664,            0.003664,            0.003664
                 322,            0.018029,            0.010204,           0.0026935,              0.7715,             0.75578,             0.73293,             0.50432,            0.028175,            0.014517,           0.0085097,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017568,            0.010144,           0.0032396,             0.77668,             0.73823,             0.72637,             0.50756,            0.028134,            0.014425,           0.0090294,           0.0036244,           0.0036244,           0.0036244
                 324,            0.018055,           0.0099761,           0.0026543,             0.75162,             0.77302,              0.7446,             0.50356,             0.02795,            0.014717,           0.0084427,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017941,           0.0097738,           0.0026911,             0.82596,             0.73766,             0.74556,             0.50647,            0.027801,            0.014529,           0.0081147,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017819,           0.0098453,           0.0026112,               0.758,             0.75393,             0.71854,               0.497,            0.028365,            0.014734,           0.0084584,            0.003565,            0.003565,            0.003565
                 327,            0.017761,           0.0098851,           0.0023518,              0.7594,             0.73801,             0.71508,             0.50107,            0.028533,            0.014521,           0.0086032,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017738,            0.010072,           0.0032752,             0.70413,             0.75697,             0.72833,             0.48934,            0.029204,              0.0146,           0.0090152,           0.0035254,           0.0035254,           0.0035254
                 329,            0.017574,           0.0099937,           0.0025502,             0.75804,             0.74259,             0.73199,             0.49061,            0.028792,            0.014543,           0.0091102,           0.0035056,           0.0035056,           0.0035056
                 330,              0.0179,            0.010041,           0.0032086,             0.78128,             0.62738,              0.7147,             0.47368,            0.028492,            0.014571,            0.010357,           0.0034858,           0.0034858,           0.0034858
                 331,            0.017467,            0.010298,           0.0028231,             0.74335,             0.78416,             0.73207,              0.4938,            0.028199,            0.014279,            0.008647,            0.003466,            0.003466,            0.003466
                 332,             0.01754,           0.0095943,           0.0027674,             0.73734,             0.74284,             0.69885,             0.46324,            0.029012,            0.014666,           0.0079135,           0.0034462,           0.0034462,           0.0034462
                 333,            0.017689,           0.0097013,           0.0028624,             0.74086,              0.7473,              0.7188,             0.47582,             0.02898,            0.014729,            0.008183,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016982,            0.010098,           0.0026047,              0.7645,             0.73688,             0.74399,             0.48867,            0.029173,            0.015088,            0.008935,           0.0034066,           0.0034066,           0.0034066
                 335,            0.017479,           0.0098077,           0.0023149,             0.76188,             0.74773,             0.73972,             0.48218,            0.028928,            0.014931,           0.0095175,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017443,           0.0098233,           0.0021183,             0.78286,             0.70328,             0.72164,             0.48003,            0.028755,            0.014888,           0.0097731,            0.003367,            0.003367,            0.003367
                 337,            0.017575,           0.0099639,           0.0025357,             0.71606,             0.77623,             0.71219,             0.48345,            0.028567,            0.014936,           0.0093422,           0.0033472,           0.0033472,           0.0033472
                 338,            0.017789,           0.0099277,           0.0027332,             0.74551,             0.74312,             0.71246,             0.48288,            0.029009,            0.014612,           0.0094793,           0.0033274,           0.0033274,           0.0033274
                 339,             0.01754,           0.0098112,           0.0025603,                0.75,             0.75609,             0.73807,             0.49282,            0.028937,            0.014591,            0.010142,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017401,           0.0099181,            0.002577,             0.80147,              0.6813,             0.72311,             0.47638,             0.02906,            0.014835,           0.0094418,           0.0032878,           0.0032878,           0.0032878
                 341,             0.01737,           0.0098154,           0.0026794,              0.7968,             0.71628,             0.72414,             0.49672,            0.028804,            0.014561,           0.0079538,            0.003268,            0.003268,            0.003268
                 342,            0.017562,           0.0099048,           0.0026345,             0.80419,             0.75336,             0.72682,             0.47546,             0.02889,             0.01486,           0.0084141,           0.0032482,           0.0032482,           0.0032482
                 343,            0.017089,            0.009988,           0.0025914,             0.80524,             0.75584,             0.72828,             0.49383,            0.028584,             0.01479,           0.0084834,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017484,           0.0099374,           0.0030204,             0.76656,             0.74726,             0.74915,             0.49231,            0.029029,            0.015104,           0.0095407,           0.0032086,           0.0032086,           0.0032086
                 345,            0.017289,           0.0095724,           0.0028068,             0.79472,             0.67898,              0.7184,             0.49896,            0.029022,            0.015204,           0.0098873,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016777,           0.0097144,           0.0025261,             0.75768,             0.69165,             0.70443,             0.46941,            0.029288,             0.01547,            0.010038,            0.003169,            0.003169,            0.003169
                 347,            0.017349,           0.0098414,           0.0022558,             0.81073,             0.70567,              0.7626,             0.51782,            0.029174,            0.015245,           0.0089452,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016967,           0.0098491,           0.0022056,             0.81342,             0.69182,             0.74426,             0.51412,            0.028999,            0.015123,           0.0091468,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016885,           0.0094887,            0.002009,              0.7802,             0.76089,             0.76472,             0.51835,            0.028569,            0.014734,           0.0087959,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017175,           0.0099717,             0.00267,             0.82637,             0.73909,             0.76907,             0.53139,            0.028734,            0.014622,           0.0080282,           0.0030898,           0.0030898,           0.0030898
                 351,            0.017071,           0.0096759,           0.0027921,             0.81733,              0.7006,             0.76861,             0.53324,             0.02862,            0.014737,           0.0086721,             0.00307,             0.00307,             0.00307
                 352,             0.01733,           0.0098667,           0.0021489,             0.82827,              0.6923,             0.77458,             0.52844,             0.02873,            0.014594,           0.0083224,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016715,           0.0094575,           0.0021419,             0.82695,              0.7033,             0.77065,             0.53407,            0.028604,            0.014785,           0.0084031,           0.0030304,           0.0030304,           0.0030304
                 354,            0.016449,           0.0093147,           0.0022831,             0.83465,             0.70825,             0.75128,             0.51022,            0.028443,             0.01513,           0.0076675,           0.0030106,           0.0030106,           0.0030106
                 355,            0.016601,           0.0094346,           0.0032119,             0.80913,             0.72745,             0.75416,             0.50933,            0.028654,             0.01514,           0.0081091,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017069,           0.0097292,           0.0026214,             0.84727,             0.67296,             0.74176,             0.50818,            0.028568,            0.015153,           0.0091563,            0.002971,            0.002971,            0.002971
                 357,            0.016669,            0.009673,           0.0024517,             0.75764,             0.75851,             0.73829,             0.49571,            0.028776,            0.014993,           0.0096731,           0.0029512,           0.0029512,           0.0029512
                 358,            0.016422,           0.0093828,           0.0027708,             0.83524,              0.6562,              0.7371,             0.49049,            0.029268,            0.015333,            0.010548,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016982,           0.0096578,           0.0023316,             0.84719,              0.6413,             0.73774,             0.47835,             0.02929,            0.015382,            0.011658,           0.0029116,           0.0029116,           0.0029116
                 360,            0.016945,           0.0097736,           0.0022783,             0.74308,              0.7108,              0.7229,             0.47574,            0.029061,            0.015131,            0.009739,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016635,           0.0095479,           0.0026105,             0.77138,              0.7251,             0.74808,              0.4958,            0.028941,            0.015042,           0.0089684,            0.002872,            0.002872,            0.002872
                 362,            0.016664,           0.0095415,           0.0024299,              0.7634,              0.7702,             0.73485,             0.48386,            0.029042,            0.015096,           0.0079124,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016442,           0.0093448,           0.0019735,             0.84717,             0.72934,             0.75634,             0.49853,            0.029009,            0.014946,           0.0081112,           0.0028324,           0.0028324,           0.0028324
                 364,            0.016582,           0.0095401,           0.0019787,              0.8222,             0.71435,             0.78315,             0.51704,            0.029213,            0.015037,            0.008474,           0.0028126,           0.0028126,           0.0028126
                 365,            0.016541,            0.009841,           0.0025621,              0.7673,             0.72776,             0.76728,             0.51922,            0.028853,            0.015222,           0.0094245,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016122,           0.0090761,           0.0018416,             0.74622,             0.78058,             0.76299,             0.52557,            0.028606,             0.01504,           0.0083282,            0.002773,            0.002773,            0.002773
                 367,            0.016333,           0.0096784,           0.0023959,             0.75817,             0.74471,             0.75638,             0.51013,            0.028551,            0.015377,           0.0086087,           0.0027532,           0.0027532,           0.0027532
                 368,            0.016395,           0.0091727,           0.0023617,             0.77389,             0.73785,             0.75434,             0.51481,            0.028605,            0.015531,            0.008214,           0.0027334,           0.0027334,           0.0027334
                 369,            0.016293,            0.009342,           0.0020715,             0.80348,             0.71867,             0.76309,             0.50759,            0.028819,            0.015642,           0.0088463,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016296,            0.009575,           0.0021091,             0.78335,             0.71465,             0.75605,             0.50882,            0.028943,            0.016057,           0.0090567,           0.0026938,           0.0026938,           0.0026938
                 371,            0.016547,           0.0092391,             0.00189,             0.77232,             0.72221,             0.75188,             0.51139,            0.029083,            0.016196,            0.010499,            0.002674,            0.002674,            0.002674
                 372,            0.016201,           0.0094764,           0.0028833,             0.74889,             0.76957,             0.76246,             0.51932,             0.02918,            0.015954,           0.0092703,           0.0026542,           0.0026542,           0.0026542
                 373,            0.016502,           0.0091555,           0.0019251,             0.73405,             0.76978,             0.76177,             0.48352,            0.029052,            0.015678,             0.01052,           0.0026344,           0.0026344,           0.0026344
                 374,            0.016432,           0.0093517,           0.0023699,             0.83999,              0.6805,             0.73711,             0.48619,            0.028747,            0.015706,           0.0098151,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015886,           0.0090623,           0.0021334,             0.78612,             0.71435,             0.73868,             0.48733,             0.02847,            0.015698,           0.0091384,           0.0025948,           0.0025948,           0.0025948
                 376,             0.01643,            0.009393,           0.0019976,             0.84653,             0.66729,             0.73647,             0.48806,            0.028507,            0.015649,            0.009301,            0.002575,            0.002575,            0.002575
                 377,             0.01637,           0.0094716,           0.0021725,             0.80846,             0.67615,             0.72376,             0.47662,            0.028691,            0.015386,           0.0094937,           0.0025552,           0.0025552,           0.0025552
                 378,            0.015973,           0.0093978,           0.0019039,             0.75718,             0.69797,             0.73653,             0.50467,            0.028896,             0.01553,           0.0098026,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015787,           0.0094447,           0.0023205,             0.77062,             0.70358,             0.74403,             0.51102,            0.028885,            0.015292,           0.0095743,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016326,           0.0092248,           0.0019344,             0.78843,             0.70091,               0.748,             0.50942,             0.02925,            0.015413,           0.0096419,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015868,           0.0093472,           0.0022469,             0.78004,             0.74506,             0.74934,             0.51064,            0.029209,             0.01535,           0.0099151,            0.002476,            0.002476,            0.002476
                 382,            0.016076,             0.00923,           0.0017879,             0.75955,               0.752,             0.73868,             0.49408,            0.029222,            0.015154,             0.01032,           0.0024562,           0.0024562,           0.0024562
                 383,            0.016179,           0.0092305,           0.0023911,             0.73289,               0.769,             0.75544,             0.50691,            0.029241,            0.015367,            0.011623,           0.0024364,           0.0024364,           0.0024364
                 384,            0.015815,           0.0094207,           0.0024282,              0.8618,             0.65268,             0.76877,             0.49794,            0.028983,             0.01543,            0.010706,           0.0024166,           0.0024166,           0.0024166
                 385,            0.016101,           0.0092908,           0.0020572,             0.79435,              0.7487,             0.74357,               0.488,            0.028644,            0.015297,           0.0086543,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015854,           0.0090978,           0.0021381,             0.78859,             0.72413,             0.73449,              0.4956,            0.028836,            0.015643,           0.0098071,            0.002377,            0.002377,            0.002377
                 387,            0.015543,           0.0088569,           0.0021226,             0.86155,             0.70225,             0.73402,             0.50514,            0.028914,            0.015809,           0.0088065,           0.0023572,           0.0023572,           0.0023572
                 388,            0.015689,           0.0091927,           0.0022177,             0.80077,             0.74777,             0.72515,             0.49865,            0.029097,            0.015673,           0.0085032,           0.0023374,           0.0023374,           0.0023374
                 389,            0.016061,            0.009325,           0.0025391,             0.82587,             0.68898,             0.71898,             0.48992,            0.028568,            0.015449,           0.0097159,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01562,           0.0090898,           0.0026464,             0.76989,             0.70282,             0.72308,             0.49366,            0.028535,            0.015715,            0.010881,           0.0022978,           0.0022978,           0.0022978
                 391,            0.015997,           0.0090173,           0.0028369,             0.81874,             0.65429,             0.77109,             0.51212,            0.029081,            0.015445,            0.011666,            0.002278,            0.002278,            0.002278
                 392,            0.015762,           0.0092297,           0.0024084,              0.8129,             0.70573,             0.77826,             0.53004,            0.029212,            0.015364,            0.010413,           0.0022582,           0.0022582,           0.0022582
                 393,            0.015354,           0.0092032,           0.0020773,             0.83115,             0.69352,             0.77749,             0.51794,            0.028857,             0.01542,           0.0096853,           0.0022384,           0.0022384,           0.0022384
                 394,            0.015293,            0.009251,           0.0015461,              0.8437,             0.68217,             0.76996,              0.5127,            0.028968,            0.015431,           0.0098137,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01523,           0.0090448,            0.001961,             0.83002,             0.68677,             0.76975,             0.50713,            0.029254,            0.015727,           0.0092625,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015525,           0.0090197,           0.0019239,             0.76742,             0.74822,             0.75969,             0.50051,            0.029512,            0.015784,           0.0096211,            0.002179,            0.002179,            0.002179
                 397,            0.015406,           0.0096367,           0.0021168,             0.82975,             0.67533,             0.74384,              0.5011,            0.029428,            0.015707,           0.0098191,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014876,           0.0087157,           0.0015642,             0.77033,             0.73512,             0.73356,             0.49982,            0.029354,            0.015777,           0.0099436,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015701,            0.009262,           0.0021199,              0.8461,             0.68982,              0.7344,             0.49038,            0.029245,            0.015739,           0.0091189,           0.0021196,           0.0021196,           0.0021196
                 400,            0.015227,           0.0089447,           0.0016197,             0.86918,             0.70589,             0.74397,             0.49942,              0.0291,            0.015688,           0.0088191,           0.0020998,           0.0020998,           0.0020998
                 401,             0.01544,           0.0088165,           0.0016445,             0.85791,             0.68475,             0.73269,             0.50895,            0.028631,            0.015589,           0.0088788,             0.00208,             0.00208,             0.00208
                 402,            0.015469,           0.0087979,           0.0018864,             0.83388,              0.6743,             0.72566,             0.50308,            0.028744,            0.015734,            0.010091,           0.0020602,           0.0020602,           0.0020602
                 403,            0.015249,           0.0089038,           0.0020179,             0.75691,             0.74462,             0.70705,             0.48832,            0.028557,            0.016038,            0.010763,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015356,           0.0090489,           0.0017666,             0.78322,             0.70757,             0.70878,             0.49374,            0.028386,            0.016128,           0.0099153,           0.0020206,           0.0020206,           0.0020206
                 405,            0.015194,            0.008693,            0.001807,             0.78778,              0.7251,             0.75368,             0.51677,            0.028609,            0.016067,           0.0095346,           0.0020008,           0.0020008,           0.0020008
                 406,             0.01491,           0.0087773,           0.0014856,             0.75825,             0.72477,              0.7442,             0.51522,             0.02882,            0.015982,           0.0097481,            0.001981,            0.001981,            0.001981
                 407,            0.014952,           0.0087501,           0.0020499,             0.75816,              0.7322,             0.74896,              0.5077,            0.028868,            0.015781,            0.010187,           0.0019612,           0.0019612,           0.0019612
                 408,             0.01501,           0.0089204,           0.0020137,             0.76893,             0.72854,             0.76323,             0.51025,            0.029095,            0.015785,            0.010642,           0.0019414,           0.0019414,           0.0019414
                 409,             0.01525,           0.0090031,            0.001962,             0.77801,             0.71766,             0.72007,              0.4905,            0.028969,            0.015751,            0.010207,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014762,           0.0086395,           0.0015878,             0.81759,             0.67931,             0.72924,             0.48421,            0.028755,            0.015632,           0.0094191,           0.0019018,           0.0019018,           0.0019018
                 411,            0.014739,           0.0089494,           0.0016494,             0.80339,             0.70163,             0.72699,             0.49201,            0.028606,            0.015831,           0.0096647,            0.001882,            0.001882,            0.001882
                 412,            0.015076,            0.008589,           0.0012763,             0.78835,             0.69443,             0.72435,             0.47844,            0.029009,            0.016114,            0.010321,           0.0018622,           0.0018622,           0.0018622
                 413,            0.015292,           0.0088255,           0.0018266,             0.76124,             0.71901,             0.72815,             0.48737,            0.029051,            0.015784,           0.0097585,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014787,           0.0084593,           0.0018899,             0.76976,             0.72667,             0.73445,             0.48764,            0.028902,            0.015841,            0.010395,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01449,           0.0087907,           0.0016872,             0.78057,             0.72274,             0.72367,              0.4744,            0.028849,            0.015976,            0.011008,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014421,           0.0085603,             0.00162,             0.77237,             0.72845,             0.72901,             0.48253,            0.028817,            0.016209,            0.011329,            0.001783,            0.001783,            0.001783
                 417,            0.014931,           0.0088237,           0.0020202,             0.79493,             0.71244,             0.73106,             0.48627,            0.028786,            0.015957,            0.011313,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014313,           0.0087921,           0.0018175,              0.8383,             0.64748,             0.71686,             0.48368,            0.028904,            0.015796,            0.011559,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015132,           0.0090638,           0.0022235,             0.78223,             0.70254,             0.74607,             0.51512,             0.02876,             0.01579,            0.011545,           0.0017236,           0.0017236,           0.0017236
                 420,            0.014231,           0.0084667,           0.0014465,               0.768,             0.73402,             0.74196,             0.50673,             0.02875,            0.015818,            0.010732,           0.0017038,           0.0017038,           0.0017038
                 421,             0.01503,           0.0085879,           0.0021408,             0.78936,             0.70066,             0.73677,              0.4911,            0.028917,            0.015871,            0.010422,            0.001684,            0.001684,            0.001684
                 422,            0.014551,            0.008904,           0.0020258,             0.76671,             0.72442,             0.73073,             0.48028,            0.028971,            0.015961,            0.010324,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014478,           0.0083608,            0.002569,              0.7328,             0.75168,             0.75467,             0.49918,            0.028996,            0.016018,            0.010865,           0.0016444,           0.0016444,           0.0016444
                 424,            0.014634,           0.0085862,           0.0020819,             0.81209,             0.65702,              0.7527,               0.507,             0.02917,            0.016053,            0.011815,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014652,           0.0089128,           0.0013446,             0.77288,             0.70004,             0.75283,             0.51011,            0.028935,            0.015878,            0.011101,           0.0016048,           0.0016048,           0.0016048
                 426,            0.014379,           0.0086478,           0.0015692,             0.79143,             0.73318,             0.74956,               0.506,            0.029058,            0.015952,            0.010552,            0.001585,            0.001585,            0.001585
                 427,            0.014214,           0.0083292,           0.0017398,             0.78873,              0.7236,                0.75,             0.49678,            0.029227,            0.016115,            0.010528,           0.0015652,           0.0015652,           0.0015652
                 428,            0.014592,           0.0087573,            0.001577,             0.81327,             0.70468,             0.72942,             0.47999,            0.029171,            0.016237,            0.010413,           0.0015454,           0.0015454,           0.0015454
                 429,             0.01465,           0.0083176,           0.0018113,             0.84727,             0.66747,             0.72935,              0.4864,            0.029118,            0.016382,             0.01063,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014255,           0.0087115,           0.0017089,             0.85046,             0.66418,             0.72885,               0.497,            0.029094,            0.016279,            0.010799,           0.0015058,           0.0015058,           0.0015058
                 431,            0.014149,           0.0086548,           0.0015011,             0.81548,             0.71258,              0.7411,             0.49794,            0.029163,            0.016099,            0.010849,            0.001486,            0.001486,            0.001486
                 432,            0.014386,           0.0084668,           0.0017546,              0.7737,             0.72518,             0.73349,             0.49644,            0.028996,            0.016189,            0.010532,           0.0014662,           0.0014662,           0.0014662
                 433,            0.014285,           0.0084934,           0.0014359,             0.79891,             0.71936,             0.72161,             0.50431,            0.028975,            0.016205,            0.010565,           0.0014464,           0.0014464,           0.0014464
                 434,            0.014294,           0.0086187,           0.0013334,             0.76903,             0.72395,             0.72358,             0.49434,            0.028818,            0.016111,            0.010694,           0.0014266,           0.0014266,           0.0014266
                 435,            0.014254,           0.0087165,           0.0013544,             0.79576,             0.69749,             0.74726,             0.50881,            0.028663,            0.015956,            0.011039,           0.0014068,           0.0014068,           0.0014068
                 436,            0.014052,            0.008492,           0.0017116,             0.81172,             0.72496,             0.73606,             0.51732,            0.028404,            0.015859,            0.010093,            0.001387,            0.001387,            0.001387
                 437,            0.013935,           0.0083365,           0.0016802,             0.80289,             0.71471,              0.7464,             0.50982,            0.028479,            0.015885,           0.0096777,           0.0013672,           0.0013672,           0.0013672
                 438,            0.014292,           0.0083328,           0.0015452,             0.85761,             0.66777,              0.7662,             0.52051,            0.028875,            0.016018,            0.010635,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013755,           0.0086191,           0.0015637,             0.82176,             0.67898,             0.76567,             0.52818,            0.028862,            0.016279,            0.010299,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013929,           0.0085646,           0.0017118,             0.78684,              0.7181,               0.742,             0.49952,            0.028895,            0.016307,            0.011102,           0.0013078,           0.0013078,           0.0013078
                 441,            0.014203,            0.008435,           0.0013288,              0.7716,              0.7223,             0.74924,             0.51169,            0.028781,            0.016332,            0.010766,            0.001288,            0.001288,            0.001288
                 442,            0.014108,             0.00842,           0.0017566,             0.79908,             0.70217,             0.75055,              0.5162,            0.028579,            0.016139,            0.010651,           0.0012682,           0.0012682,           0.0012682
                 443,            0.014034,           0.0082573,           0.0015335,             0.84369,             0.66852,             0.73742,             0.50186,            0.028818,            0.016099,            0.011095,           0.0012484,           0.0012484,           0.0012484
                 444,            0.014056,           0.0085075,           0.0016186,             0.84558,             0.67213,             0.74126,              0.5029,            0.028865,            0.016008,            0.010997,           0.0012286,           0.0012286,           0.0012286
                 445,            0.014014,           0.0082758,           0.0016678,             0.77685,             0.67847,             0.73834,             0.49423,            0.029069,            0.016135,            0.011523,           0.0012088,           0.0012088,           0.0012088
                 446,            0.014242,           0.0083725,           0.0017013,             0.77427,             0.73661,             0.73381,             0.49412,            0.028985,            0.016016,            0.011025,            0.001189,            0.001189,            0.001189
                 447,            0.013957,           0.0086603,           0.0016101,              0.7872,             0.74289,             0.73433,             0.49727,            0.028967,            0.016107,           0.0098481,           0.0011692,           0.0011692,           0.0011692
                 448,            0.013906,           0.0086765,           0.0011889,              0.7856,             0.73384,             0.73915,             0.50667,            0.028854,            0.016058,           0.0097572,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014035,           0.0083313,           0.0013593,              0.7958,             0.71766,             0.74826,             0.50917,            0.028702,            0.016012,            0.010548,           0.0011296,           0.0011296,           0.0011296
                 450,            0.013774,           0.0082979,           0.0016193,             0.78699,             0.71649,             0.76952,             0.53177,             0.02865,            0.015939,             0.01132,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013536,           0.0079298,           0.0016223,             0.76903,             0.73742,             0.75962,             0.52939,             0.02841,            0.015845,            0.010921,             0.00109,             0.00109,             0.00109
                 452,             0.01361,           0.0080919,           0.0010483,             0.75241,             0.75582,             0.75561,             0.51373,              0.0285,            0.015968,            0.010776,           0.0010702,           0.0010702,           0.0010702
                 453,            0.013755,           0.0085716,           0.0012569,             0.82159,             0.69915,             0.75424,             0.51963,            0.028536,            0.016058,            0.010554,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013171,           0.0080119,           0.0015261,             0.83848,             0.69831,             0.77129,             0.53907,            0.028669,            0.016068,            0.010489,           0.0010306,           0.0010306,           0.0010306
                 455,            0.013353,           0.0083147,           0.0014222,              0.7688,             0.74711,             0.74298,             0.52221,            0.028692,               0.016,             0.01069,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013781,           0.0084444,           0.0015058,             0.77899,             0.73148,             0.73907,             0.51487,            0.028827,            0.016025,            0.011168,            0.000991,            0.000991,            0.000991
                 457,            0.013489,           0.0080267,           0.0020434,             0.77696,             0.72329,             0.74393,             0.51174,            0.028948,             0.01601,            0.011762,           0.0009712,           0.0009712,           0.0009712
                 458,            0.013581,           0.0081623,           0.0010618,             0.77184,             0.72784,             0.74351,             0.50791,            0.028969,               0.016,            0.011437,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013732,           0.0084085,           0.0013047,             0.76145,             0.75513,             0.74695,             0.50674,            0.028963,             0.01618,             0.01111,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013468,           0.0080009,           0.0014234,             0.75428,             0.76744,             0.75173,             0.50873,            0.028918,            0.016296,            0.010732,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013246,           0.0081452,           0.0011798,             0.79031,             0.74629,              0.7535,             0.51538,            0.028887,            0.016255,            0.010276,            0.000892,            0.000892,            0.000892
                 462,            0.013157,           0.0084736,           0.0012567,             0.78893,              0.7435,             0.75312,             0.52062,            0.028745,            0.016169,            0.010164,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013421,           0.0082927,           0.0014423,             0.78597,             0.73963,             0.75153,             0.51987,            0.028771,            0.016197,             0.01053,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013833,            0.008448,           0.0014194,             0.76689,             0.74124,             0.74998,             0.52103,            0.028842,            0.016131,            0.011676,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013193,           0.0081284,           0.0013213,             0.76617,             0.73795,             0.76426,             0.52736,            0.028844,            0.016137,            0.011608,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013323,           0.0079067,           0.0014755,             0.79001,             0.72221,             0.77389,             0.53423,            0.028899,            0.016295,            0.011476,            0.000793,            0.000793,            0.000793
                 467,            0.013317,           0.0081315,            0.001264,             0.82604,             0.69032,             0.77236,             0.53528,            0.028906,            0.016432,            0.011494,           0.0007732,           0.0007732,           0.0007732
                 468,            0.013181,           0.0080467,           0.0015142,             0.81694,             0.69239,             0.77074,              0.5354,            0.028909,            0.016516,            0.011721,           0.0007534,           0.0007534,           0.0007534
